사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소,연봉,잔업시간,미사용휴가일수,급여은행,계좌번호,4대보험가입여부,성과점수,인사고과_2020,인사고과_2021,인사고과_2022,인사고과_2023,인사고과_2024,자격증,TOEIC점수,자격증수당여부,포상이력,징계이력,징계사유
EMP1256,임나은,여,36,1991-07-08,910708-2701458,해당없음,2020-11-02,5,대졸,동국대학교,3.6,경력,계약직,포스코,사원,프로젝트관리,두리안정보기술,경기 판교,개발부,인프라팀,1,대리,팀원,1,,,limnaeun.6@kakao.com,010-4476-5896,서울시 강동구 천호동,41800000,17,10,토스뱅크,100-4662-5868,가입,75,C,B,B,C,B,,,비해당,,,
EMP1257,곽혜린,여,24,2003-10-22,031022-4867934,해당없음,2026-05-15,0,대졸,덕성여자대학교,3.7,추천,계약직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,kwakhyerin_484@kakao.com,010-4910-7603,서울시 강남구 역삼동,34000000,12,7,신한은행,140-984-686520,가입,73,,,,,,빅데이터분석기사,951,해당,,,
EMP1258,유태양,남,27,2000-09-09,000909-3171956,면제,2023-01-21,3,대졸,광운대학교,2.6,공채,계약직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,대리,팀원,1,,,yootaeyang22@naver.com,010-3799-3941,서울시 강동구 천호동,39000000,16,1,우리은행,1006-143-180244,가입,76,,,,B,B,,,비해당,공로상,,
EMP1259,손미래,여,30,1997-12-27,971227-2727876,해당없음,2024-02-16,2,대졸,동국대학교,3,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,사원,팀원,1,,,sonmirae_work@naver.com,010-8278-4435,서울시 용산구 이태원동,35000000,12,8,국민은행,582342-56-044752,가입,72,,,,,B,,795,비해당,,,
EMP1260,최하은,여,29,1998-01-25,980125-2130131,해당없음,2024-08-05,1,대졸,세종대학교,3.7,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,사원,팀원,1,,,choihaeun61@naver.com,010-3623-1224,서울시 강남구 역삼동,32000000,12,15,카카오뱅크,333-53-7932712,가입,78,,,,,C,,950,비해당,,,
EMP1261,원승환,남,29,1998-03-08,980308-1449489,면제,2022-09-06,3,전문대졸,명지전문대학,2.7,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,대리,팀원,1,,,wonseunghwan_kr@kakao.com,010-4609-7911,서울시 강동구 천호동,43000000,15,10,카카오뱅크,333-83-6012085,가입,73,,,B,B,D,,554,비해당,공로상,,
EMP1262,이세연,여,38,1989-10-26,891026-2693646,해당없음,2012-03-17,14,고졸,,,경력,정규직,LG전자,과장,영업관리,두리안정보기술,경기 판교,영업부,해외영업팀,1,차장,팀원,2,,,leeseyeon48@gmail.com,010-2712-4662,서울시 영등포구 여의도동,67000000,18,15,국민은행,724681-41-781513,가입,90,S,A,S,A,B,정보처리기사,794,해당,,,
EMP1263,허보미,여,36,1991-09-15,910915-2156446,해당없음,2014-12-18,11,전문대졸,인하공업전문대학,3.5,경력,정규직,롯데그룹,사원,인사관리,두리안정보기술,경기 판교,영업부,국내영업팀,1,차장,팀원,2,,,heobomi.4@gmail.com,010-1500-5141,서울시 강남구 논현동,68000000,24,14,하나은행,162-859229-2717,가입,89,A,S,A,B,A,,,비해당,,,
EMP1264,지다은,여,30,1997-05-04,970504-2559233,해당없음,2022-05-21,3,대학원졸,경북대학교,2.6,공채,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,사원,팀원,1,,,jidaeun63@nate.com,010-5101-2785,서울시 용산구 이태원동,30000000,11,10,카카오뱅크,333-26-4199065,가입,74,,,B,B,B,,585,비해당,,,
EMP1265,정하은,여,25,2002-03-04,020304-4949357,해당없음,2025-05-08,1,대졸,이화여자대학교,4,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,사원,팀원,1,,,junghaeun_dev@gmail.com,010-3159-3154,인천시 부평구 부평동,37000000,9,7,국민은행,972869-47-399672,가입,63,,,,,,ADsP,607,해당,,,
EMP1266,박성준,남,26,2001-08-01,010801-3449339,군필,2026-04-07,0,대졸,중앙대학교,4,추천,계약직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,사원,팀원,1,,,parksungjun92@hanmail.net,010-7965-4214,서울시 강동구 천호동,34000000,12,3,하나은행,181-435660-1405,가입,67,,,,,,,,비해당,,,
EMP1267,백하늘,여,47,1980-01-14,800114-2170365,해당없음,2010-03-17,16,대졸,한국외국어대학교,2.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,부장,팀원,2,,,baekhaneul_work@kakao.com,010-7559-6235,서울시 노원구 상계동,86000000,16,6,신한은행,180-090-466449,가입,84,C,B,B,B,B,AWS Solutions Architect,,해당,,,
EMP1268,문지우,여,36,1991-09-11,910911-2210402,해당없음,2018-05-18,8,전문대졸,경북전문대학교,3.3,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,moonjiwoo.9@gmail.com,010-6402-4765,서울시 강남구 역삼동,57000000,20,15,농협은행,351-9423-2703-00,가입,74,C,B,B,B,B,정보처리기사,687,해당,,정직,업무태만
EMP1269,우우진,남,27,2000-01-12,000112-3243794,군필,2023-08-15,2,전문대졸,경북전문대학교,3.3,경력,정규직,롯데그룹,사원,영업관리,두리안정보기술,서울 강남,기획부,사업기획팀,1,사원,팀원,1,,,woowoojin_work@nate.com,010-9425-6742,서울시 강남구 역삼동,32000000,7,2,우리은행,1005-443-853377,가입,63,,,,C,C,,888,비해당,공로상,,
EMP1270,엄재원,남,53,1974-12-03,741203-1109478,군필,2005-01-22,21,대졸,서울대학교,2.7,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,부장,팀원,2,,,umjaewon81@nate.com,010-4362-6085,서울시 마포구 합정동,112000000,12,3,토스뱅크,100-8669-4429,가입,88,B,A,A,A,A,ADsP,657,해당,공로상,,
EMP1271,정나은,여,32,1995-10-01,951001-2979861,해당없음,2023-02-06,3,대졸,강원대학교,3.3,추천,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,대리,팀원,1,,,jungnaeun@kakao.com,010-2851-9440,경기도 성남시 분당구 판교동,42000000,13,0,토스뱅크,100-3943-6943,가입,70,,,,C,C,AWS Solutions Architect,644,해당,,,
EMP1272,나준우,남,34,1993-07-15,930715-1361226,군필,2016-03-09,10,대졸,세종대학교,2.7,인턴전환,계약직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,과장,팀원,1,,,najunwoo_269@daum.net,010-1087-7445,서울시 강남구 논현동,56000000,20,5,우리은행,1005-512-114822,가입,78,D,B,B,D,B,,,비해당,,,
EMP1273,엄유진,여,40,1987-07-19,870719-2187419,해당없음,2010-01-12,16,전문대졸,명지전문대학,3.6,인턴전환,계약직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,차장,팀원,2,,,umyujin_406@daum.net,010-2778-5728,서울시 서초구 방배동,62000000,19,13,기업은행,010-77-449058,가입,85,B,B,B,B,B,SQLD,673,해당,,감봉,복무규정위반
EMP1274,홍예진,여,30,1997-05-13,970513-2732568,해당없음,2025-07-02,0,대졸,부산대학교,2.7,추천,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,사원,팀원,1,,,hongyejin42@hanmail.net,010-6110-2181,서울시 마포구 상암동,34000000,12,15,카카오뱅크,333-15-0089071,미가입,75,,,,,,,645,비해당,,,
EMP1275,나수진,여,48,1979-03-14,790314-2250157,해당없음,2004-12-17,21,대졸,한국외국어대학교,3.2,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,부장,팀원,2,,,nasujin_kr@kakao.com,010-2216-7343,서울시 노원구 상계동,103000000,14,8,농협은행,351-0382-7611-15,가입,96,S,S,S,S,S,SQLD,,해당,,감봉,복무규정위반
EMP1276,민다은,여,44,1983-03-01,830301-2686999,해당없음,2010-06-03,15,대졸,동국대학교,3.6,공채,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,차장,팀원,2,,,mindaeun_707@daum.net,010-5827-4700,서울시 노원구 상계동,65000000,18,15,농협은행,351-4809-6755-00,가입,90,A,B,S,A,A,,564,비해당,,감봉,지각반복
EMP1277,한성준,남,28,1999-10-26,991026-1373715,군필,2024-09-26,1,대졸,가천대학교,2.7,인턴전환,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,사원,팀원,1,,,hansungjun_dev@kakao.com,010-1918-3761,서울시 서초구 서초동,36000000,14,2,국민은행,418132-10-792553,가입,76,,,,,B,정보보안기사,522,해당,,,
EMP1278,백민석,남,53,1974-01-06,740106-1502575,군필,2000-11-27,25,대졸,단국대학교,3.3,경력,정규직,포스코,차장,인사관리,두리안정보기술,서울 강남,기획부,전략기획팀,1,부장,팀원,2,,,baekminseok_dev@daum.net,010-4223-5632,서울시 강서구 마곡동,117000000,9,7,카카오뱅크,333-12-8067749,가입,93,A,A,A,B,A,,,비해당,,,
EMP1279,권서현,여,28,1999-09-24,990924-2179838,해당없음,2025-07-15,0,대졸,덕성여자대학교,2.7,공채,계약직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,사원,팀원,1,,,kwonseohyun_986@gmail.com,010-8413-5790,경기도 수원시 영통구 매탄동,34000000,13,12,기업은행,010-47-700541,가입,65,,,,,,ADsP,,해당,,,
EMP1280,임민호,남,43,1984-01-04,840104-1123646,군필,2014-08-07,11,대졸,덕성여자대학교,3.1,인턴전환,계약직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,차장,팀원,2,,,limminho@nate.com,010-8446-4227,경기도 수원시 영통구 매탄동,69000000,23,3,우리은행,1002-286-546714,가입,82,B,B,B,B,A,빅데이터분석기사,923,해당,,,
EMP1281,고승환,남,48,1979-09-03,790903-1409844,군필,2004-11-05,21,고졸,,,경력,계약직,쿠팡,대리,프론트엔드개발,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,koseunghwan87@hanmail.net,010-8082-2764,경기도 용인시 기흥구 영덕동,86000000,13,2,카카오뱅크,333-00-9905683,가입,90,A,A,A,A,A,,,비해당,,,
EMP1282,함민지,여,25,2002-04-27,020427-4497704,해당없음,2025-06-14,0,고졸,,,공채,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,사원,팀원,1,자발적퇴직,2025-09-04,hamminji48@hanmail.net,010-9194-2168,서울시 서초구 방배동,34000000,12,2,우리은행,1006-777-996426,가입,66,,,,,,,,비해당,,,
EMP1283,박승환,남,39,1988-03-14,880314-1101212,면제,2015-10-15,10,대졸,국민대학교,3.6,인턴전환,계약직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,과장,팀원,1,,,parkseunghwan45@daum.net,010-6370-7135,경기도 성남시 분당구 판교동,60500000,28,12,신한은행,140-189-961888,가입,85,B,B,B,A,B,빅데이터분석기사,513,해당,,,
EMP1284,성혜린,여,38,1989-03-28,890328-2589918,해당없음,2014-03-28,12,대졸,가천대학교,3.6,인턴전환,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,차장,팀원,2,,,sunghyerin63@nate.com,010-1450-2980,경기도 성남시 분당구 판교동,78100000,16,0,토스뱅크,100-7125-5560,가입,85,B,C,A,B,B,컴퓨터활용능력1급,,해당,MVP,,
EMP1285,임채원,여,30,1997-04-02,970402-2669558,해당없음,2023-02-05,3,대졸,가천대학교,3.7,추천,계약직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,사원,팀원,1,,,limchaewon18@hanmail.net,010-7241-4870,인천시 부평구 부평동,34000000,18,0,국민은행,719919-61-516512,가입,62,,,,C,C,빅데이터분석기사,,해당,,,
EMP1286,노지현,여,28,1999-12-09,991209-2289346,해당없음,2022-09-03,3,대졸,이화여자대학교,2.5,인턴전환,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,사원,팀원,1,,,nohjihyun50@kakao.com,010-6565-9229,서울시 강남구 역삼동,39600000,5,15,농협은행,302-3380-8160-25,가입,63,,,C,C,D,빅데이터분석기사,613,해당,,,
EMP1287,임예진,여,43,1984-11-03,841103-2216451,해당없음,2016-12-11,9,대학원졸,인하대학교,3.9,경력,정규직,네이버,사원,재무회계,두리안정보기술,서울 강남,개발부,프론트팀,1,차장,팀원,2,자발적퇴직,2020-12-23,limyejin_989@daum.net,010-2760-3565,경기도 성남시 분당구 정자동,78100000,23,12,토스뱅크,100-7990-7362,가입,85,A,B,B,A,B,,531,비해당,,,
EMP1288,고서윤,여,44,1983-02-22,830222-2505437,해당없음,2007-02-02,19,대학원졸,서강대학교,2.9,인턴전환,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,부장,팀원,2,,,koseoyoon_work@naver.com,010-3892-2218,서울시 서초구 서초동,86000000,20,5,국민은행,762436-07-903953,가입,85,A,A,B,B,B,ADsP,,해당,,,
EMP1289,한나은,여,33,1994-06-03,940603-2883076,해당없음,2018-01-25,8,대졸,경희대학교,2.7,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,대리,팀원,1,,,hannaeun71@nate.com,010-4061-8855,경기도 용인시 기흥구 영덕동,46000000,16,11,국민은행,500107-07-456495,가입,79,B,B,B,B,B,정보처리기사,,해당,,,
EMP1290,구민준,남,45,1982-12-20,821220-1901351,군필,2005-12-19,20,대졸,서울대학교,2.6,추천,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,부장,팀장,2,,,koominjun82@daum.net,010-5061-2480,서울시 강남구 논현동,84700000,16,7,카카오뱅크,333-00-7411213,가입,93,A,A,A,A,A,AWS Solutions Architect,549,해당,공로상,경고,지각반복
EMP1291,권예준,남,34,1993-08-05,930805-1264918,면제,2020-04-19,6,전문대졸,명지전문대학,2.6,추천,계약직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,과장,팀원,1,,,kwonyejun_573@hanmail.net,010-2075-4083,경기도 성남시 분당구 정자동,57000000,25,1,국민은행,630150-54-463240,가입,85,A,B,B,B,B,,845,비해당,,,
EMP1292,전하은,여,25,2002-05-09,020509-4796677,해당없음,2025-11-21,0,대졸,숭실대학교,2.9,인턴전환,계약직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,사원,팀원,1,,,jeonhaeun_work@nate.com,010-7502-1182,경기도 수원시 영통구 매탄동,38000000,9,10,하나은행,111-813763-4915,가입,77,,,,,,AWS Solutions Architect,,해당,우수사원상,,
EMP1293,엄수아,여,31,1996-06-08,960608-2367858,해당없음,2020-08-16,5,대학원졸,명지대학교,3.3,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,대리,팀원,1,,,umsua54@kakao.com,010-5709-2882,인천시 부평구 부평동,46000000,16,2,우리은행,1002-053-153797,가입,74,C,B,C,B,C,SQLD,,해당,,,
EMP1294,노예준,남,40,1987-10-23,871023-1165338,미필,2012-06-04,13,대졸,성균관대학교,3.5,추천,계약직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,차장,팀원,2,,,nohyejun_kr@naver.com,010-6573-9740,경기도 용인시 기흥구 영덕동,66000000,25,9,국민은행,800690-86-052041,가입,90,A,A,A,A,A,빅데이터분석기사,,해당,,,
EMP1295,한선우,남,29,1998-06-04,980604-1422980,군필,2022-12-27,3,대졸,고려대학교,3.6,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,사원,팀원,1,,,hansunwoo65@nate.com,010-7159-7970,서울시 용산구 이태원동,33000000,14,3,우리은행,1005-902-433239,가입,75,,,C,C,B,ADsP,,해당,,,
EMP1296,류민지,여,30,1997-05-01,970501-2801035,해당없음,2020-03-17,6,대졸,광운대학교,2.9,추천,계약직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,대리,팀원,1,,,ryuminji73@nate.com,010-1478-6797,서울시 영등포구 여의도동,41000000,12,6,농협은행,302-6151-7858-76,가입,71,C,C,D,C,B,,618,비해당,우수사원상,,
EMP1297,유지유,여,39,1988-07-24,880724-2416660,해당없음,2011-11-04,14,대학원졸,서울대학교,3.9,경력,계약직,쿠팡,과장,백엔드개발,두리안정보기술,경기 판교,개발부,인프라팀,1,차장,팀원,2,,,yoojiyu_dev@kakao.com,010-4662-4770,서울시 영등포구 여의도동,66000000,19,12,카카오뱅크,333-94-5987976,가입,79,C,B,C,C,C,,,비해당,,경고,업무태만
EMP1298,지서연,여,27,2000-12-26,001226-4842565,해당없음,2024-03-28,2,대졸,부산대학교,3.8,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,jiseoyeon68@hanmail.net,010-9628-6517,서울시 송파구 문정동,31000000,11,7,신한은행,140-676-420895,가입,64,,,,,D,,944,비해당,,,
EMP1299,안성민,남,32,1995-06-09,950609-1942798,군필,2019-03-20,7,대졸,서강대학교,2.6,공채,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,대리,팀원,1,,,ahnsungmin.3@daum.net,010-3198-1844,경기도 성남시 분당구 판교동,44000000,19,0,신한은행,100-780-624964,가입,77,C,B,B,C,C,,,비해당,,,
EMP1300,성정수,남,51,1976-07-12,760712-1900015,군필,2007-02-10,19,대졸,국민대학교,3.7,인턴전환,계약직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,sungjungsu.1@gmail.com,010-3525-7235,서울시 서초구 서초동,88000000,18,1,하나은행,111-515786-4083,가입,82,A,B,B,B,B,AWS Solutions Architect,848,해당,,,
EMP1301,양승준,남,29,1998-09-26,980926-1118115,군필,2026-05-04,0,대졸,연세대학교,3,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,사원,팀원,1,계약만료,2026-06-01,yangseungjun23@daum.net,010-1419-8908,서울시 영등포구 여의도동,35000000,6,4,농협은행,351-0127-8509-54,가입,70,,,,,,빅데이터분석기사,,해당,,,
EMP1302,우선우,남,24,2003-02-15,030215-3616972,면제,2026-03-24,0,대졸,홍익대학교,2.8,인턴전환,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,사원,팀원,1,권고사직,2026-05-07,woosunwoo.5@kakao.com,010-9421-6895,서울시 마포구 합정동,32000000,15,12,신한은행,140-760-602226,가입,66,,,,,,ADsP,520,해당,,,
EMP1303,한지수,여,36,1991-06-11,910611-2152226,해당없음,2014-04-26,12,대졸,한양대학교,3.1,경력,계약직,롯데그룹,대리,마케팅기획,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀원,1,권고사직,2021-06-15,hanjisu64@daum.net,010-6824-1274,경기도 성남시 분당구 정자동,58000000,27,7,하나은행,200-777721-1937,가입,77,B,B,C,B,B,,578,비해당,,,
EMP1304,허도현,남,36,1991-05-12,910512-1389334,면제,2016-05-11,10,대졸,숭실대학교,3.2,경력,정규직,롯데그룹,차장,백엔드개발,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀원,1,,,heodohyun64@hanmail.net,010-4685-5901,서울시 강남구 삼성동,48000000,27,0,기업은행,030-19-986798,가입,79,B,B,B,B,B,ADsP,634,해당,,,
EMP1305,조지호,남,28,1999-10-17,991017-1536492,군필,2024-05-25,1,대졸,연세대학교,3.9,경력,정규직,KT,차장,재무회계,두리안정보기술,서울 강남,영업부,해외영업팀,1,사원,팀원,1,,,jojiho11@nate.com,010-1767-3037,서울시 서초구 서초동,30000000,17,6,카카오뱅크,333-90-6623362,가입,67,,,,,D,,633,비해당,,,
